name,cpg,brandCode,category,topBrand,categoryCode,_id,barcode,cpg_ref,cpg_id
Jacks,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",,,,,53501d29b9237fd7718f9e17,511111602835,Cpgs,5332fa58e4b03c9a25efd215
Emerald,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",EMERALD,Snacks,False,,5afda00ce4b0c11cfecd49f4,511111904458,Cogs,53e10d6368abd3c7065097cc
test brand @1598881562499,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",TEST BRANDCODE @1598881562500,Baking,,BAKING,5f4cff1aa475f1050a66b567,511111216377,Cogs,5f4cff1aa475f1050a66b566
Froot Loops,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9fde4b03c9a25efd1cf,511111303176,Cpgs,5332f5f2e4b03c9a25efd0aa
test brand @1598711015538,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",TEST BRANDCODE @1598711015538,Baking,,BAKING,5f4a64e7be37ce17d23b317b,511111216216,Cogs,5f4a64e7be37ce17d23b3178
Hershey's Hot Cocoa Mix,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",HERSHEYS HOT COCOA,Beverages,,,5db77f7aa60b87376833e368,511111306160,Cogs,559c2234e4b06aca36af13c6
PG TIPS,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",PG TIPS,Beverages,,,592486bee410d61fcea3d135,511111700746,Cogs,5332f5f6e4b03c9a25efd0b4
Quaker Puffed,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,Breakfast & Cereal,False,,58861c7f4e8d0d20bc42c4fd,511111501268,Cogs,5332f5fbe4b03c9a25efd0ba
MUNCHOS,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",MUNCHOS,Snacks,,,5a5d1a8ce4b0db471c2d0420,511111300427,Cogs,5332f5fbe4b03c9a25efd0ba
Lunchables,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",LUNCHABLES,Deli,False,,57ebc15fe4b0ac389136a342,511111202004,Cogs,559c2234e4b06aca36af13c6
Nutri-Grain,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9fce4b03c9a25efd1cc,511111603207,Cpgs,5332f5f2e4b03c9a25efd0aa
Leffe,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,57c08250e4b0718ff5fcb033,511111702504,Cpgs,5332f7a7e4b03c9a25efd134
WOOLITE®,"{'$ref': 'Cogs', '$id': {'$oid': '5f10c05cbe37ce238c6cabaf'}}",WOOLITE,Cleaning & Home Improvement,,CLEANING_AND_HOME_IMPROVEMENT,5f21c99dbe37ce7958c5952a,511111015253,Cogs,5f10c05cbe37ce238c6cabaf
Travel and Leisure Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111104971,Magazines,,,5d6412d36d5f3b23d1bc7908,511111104971,Cogs,5d5d4fd16d5f3b23d1bc7905
Huggies,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",HUGGIES,Baby,False,,5bd2011f90fa074576779a17,511111704652,Cogs,550b2565e4b001d5e9e4146f
test brand @1598711015353,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",TEST BRANDCODE @1598711015353,Baking,,BAKING,5f4a64e7be37ce17d23b3179,511111116196,Cogs,5f4a64e7be37ce17d23b3178
Sprite Zero,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332fa7de4b03c9a25efd22f,511111302902,Cpgs,5332f5ebe4b03c9a25efd0a8
test brand @1605535021531,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1605535021531,Candy & Sweets,False,CANDY_AND_SWEETS,5fb2852dbe37ce522e165cb3,511111117353,Cogs,5332fa12e4b03c9a25efd1e7
Bisca,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",BISCA,Snacks,False,,5a8c2e5ee4b0ccf165fac9e1,511111004073,Cogs,5a734034e4b0d58f376be874
test brand @1598881563900,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",TEST BRANDCODE @1598881563900,Baking,,BAKING,5f4cff1ca475f1050a66b56a,511111516408,Cogs,5f4cff1aa475f1050a66b566
test brand @1601939762909,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",TEST BRANDCODE @1601939762909,Baking,,BAKING,5f7ba932be37ce2f290fb253,511111116967,Cogs,5f7ba932be37ce2f290fb251
Peroni Italy,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",PERONI,Beer Wine Spirits,False,,58861c7e4e8d0d20bc42c4e9,511111901372,Cogs,5332f709e4b03c9a25efd0f1
test brand @1598554814581,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1598554814581,Candy & Sweets,,CANDY_AND_SWEETS,5f4802bebe37ce0c83033741,511111115878,Cogs,5332fa12e4b03c9a25efd1e7
Orv's,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,,,,5332fa67e4b03c9a25efd216,511111403074,Cpgs,5332fa12e4b03c9a25efd1e7
RPs,"{'$ref': 'Cpgs', '$id': {'$oid': '55a41a91e4b0d0a65b3692ec'}}",,,,,55a41a9de4b0d0a65b3692ed,511111002710,Cpgs,55a41a91e4b0d0a65b3692ec
test brand @1607463684722,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",TEST BRANDCODE @1607463684722,Baking,False,BAKING,5fcff304be37ce6d53dfc685,511111917991,Cogs,5fcff304be37ce6d53dfc683
Fruit Gushers™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",BETTY CROCKER GUSHERS,Snacks,,,5db9f8c5a60b87376833e36a,511111106203,Cogs,5332f5f3e4b03c9a25efd0ae
Bugles,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,,,,5332f789e4b03c9a25efd12c,511111603597,Cpgs,5332f5f3e4b03c9a25efd0ae
test brand @1597861701615,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1597861701615,Candy & Sweets,,CANDY_AND_SWEETS,5f3d6f45be37ce4ddbb1bb3f,511111515524,Cogs,5332fa12e4b03c9a25efd1e7
Glaceau vitaminwater zero,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332f762e4b03c9a25efd11e,511111103707,Cpgs,5332f5ebe4b03c9a25efd0a8
test brand @1595340050104,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f512be37ce2b30061e1d'}}",,Baking,,BAKING,5f16f512be37ce2b30061e1e,511111215059,Cogs,5f16f512be37ce2b30061e1d
Lucky Charms®,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",LUCKY CHARMS,Breakfast & Cereal,False,,5daf2baea60b87376833e359,511111505877,Cogs,5332f5f3e4b03c9a25efd0ae
Back to Nature Meals,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",BACK TO NATURE DINNERS,Grocery,False,,57d95741e4b0ac389136a2b1,511111802402,Cogs,559c2234e4b06aca36af13c6
Budweiser Select 55,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,5332f7b2e4b03c9a25efd13f,511111503460,Cpgs,5332f7a7e4b03c9a25efd134
test brand @1597350074366,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",TEST BRANDCODE @1597350074366,Baking,,BAKING,5f35a0babe37ce6853cff200,511111615378,Cogs,5f35a0babe37ce6853cff1fd
Cedar Crest,"{'$ref': 'Cpgs', '$id': {'$oid': '537b7ec2892471241348d709'}}",,,,,537b7ec2892471241348d70a,511111302780,Cpgs,537b7ec2892471241348d709
test brand @1606765578747,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",TEST BRANDCODE @1606765578747,Baking,False,BAKING,5fc54c0abe37ce1911dbb3b3,511111317876,Cogs,5fc54c0abe37ce1911dbb3b1
Rachael Ray Everyday,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111305125,Magazines,,,5d642d65a3a018514994f42d,511111305125,Cogs,5d5d4fd16d5f3b23d1bc7905
Grandma Sycamore,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",GRANDMA SYCAMORE,Grocery,False,GROCERY,5fb829c0be37ce522e165ce4,511111117797,Cogs,5fb6b608be37ce522e165cb9
Mermaid Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",MERMAID CEREAL,Breakfast & Cereal,,,5dc2db051dda2c0ad7da64b0,511111106364,Cogs,5332f5f3e4b03c9a25efd0ae
test brand @1597350074236,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",TEST BRANDCODE @1597350074237,Baking,,BAKING,5f35a0babe37ce6853cff1fe,511111915355,Cogs,5f35a0babe37ce6853cff1fd
Aquafina,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",AQUAFINA,Beverages,False,,5332f5fde4b03c9a25efd0bc,511111803959,Cogs,5332f5fbe4b03c9a25efd0ba
SoBe Drinks,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}", SOBE,Beverages,,,5d66e20b6d5f3b6188d4f055,511111705512,Cogs,5332f5fbe4b03c9a25efd0ba
Rice Krispies,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9f4e4b03c9a25efd1ca,511111103219,Cpgs,5332f5f2e4b03c9a25efd0aa
Kitchen and Baths,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111905240,Magazines,,,5d6594a2a3a018514994f434,511111905240,Cogs,5d5d4fd16d5f3b23d1bc7905
test brand @1599849713825,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",TEST BRANDCODE @1599849713825,Baking,,BAKING,5f5bc4f1be37ce17125ac0ec,511111016625,Cogs,5f5bc4f1be37ce17125ac0e8
Sunkist,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",,,,,55b630d3e4b0d8e685c1421e,511111802631,Cogs,55b62995e4b0d8e685c14213
Campbell's Dinner Sauces,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",CAMPBELLS DINNER SAUCES ,Condiments & Sauces,False,,5ab154eae4b0915382df7620,511111004400,Cogs,5a734034e4b0d58f376be874
Squirt,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",,,,,55b630ece4b0d8e685c14221,511111602606,Cogs,55b62995e4b0d8e685c14213
Wild Style Sauce,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",WILD STYLE,Condiments & Sauces,,,5cdad1daca6a4c76f3f8c515,511111304821,Cogs,559c2234e4b06aca36af13c6
DOVE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",DOVE BODY,Personal Care,False,,592486bee410d61fcea3d128,511111300861,Cogs,5332f5f6e4b03c9a25efd0b4
test brand @1601939012949,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",TEST BRANDCODE @1601939012950,Baking,,BAKING,5f7ba645be37ce23081c528a,511111916888,Cogs,5f7ba644be37ce23081c5289
test brand @1597342520238,"{'$ref': 'Cogs', '$id': {'$oid': '5f358338be37ce443bf9d557'}}",TEST BRANDCODE @1597342520238,Baking,,BAKING,5f358338be37ce443bf9d559,511111015307,Cogs,5f358338be37ce443bf9d557
test brand @1598639353768,"{'$ref': 'Cogs', '$id': {'$oid': '5f494cf904db711dd8fe87ef'}}",,Baking,,BAKING,5f494cf904db711dd8fe87f0,511111616184,Cogs,5f494cf904db711dd8fe87ef
Smart Ones,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",WEIGHT WATCHERS SMART ONES,Frozen,False,,57d96124e4b0ac389136a2b9,511111602323,Cogs,559c2234e4b06aca36af13c6
ALEVE® LIQUID GELS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALEVE LIQUID GELS,Health & Wellness,,,5da60696a60b87376833e34c,511111805625,Cogs,53e10d6368abd3c7065097cc
Lipton,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,5332f603e4b03c9a25efd0bf,511111603924,Cpgs,53e10d6368abd3c7065097cc
SANTITAS Tortilla Chips,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",SANTITAS,Snacks,,,591325cde4b0cddf4ebb6a69,511111200963,Cogs,5332f5fbe4b03c9a25efd0ba
Fruit Love Spoonable Smoothies,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",FRUIT LOVE,Dairy,,,5d4880ca6d5f3b105d1bc8dc,511111204879,Cogs,559c2234e4b06aca36af13c6
Tropicana,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",TROPICANA,Beverages,False,,585a9744e4b03e62d1ce0e98,511111301462,Cogs,5332f5fbe4b03c9a25efd0ba
Sabra,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,585a96fbe4b03e62d1ce0e8e,511111001553,Cpgs,53e10d6368abd3c7065097cc
Raisin Nut Bran,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",RAISIN NUT BRAN,Breakfast & Cereal,,,5daf68751dda2c3e1416ae9c,511111106081,Cogs,5332f5f3e4b03c9a25efd0ae
Bayer® ASPRIN EXTRA STRENGTH ,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",511111405696,Health & Wellness,,,5da607daa60b87376833e350,511111405696,Cogs,53e10d6368abd3c7065097cc
Corn Flakes,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9f1e4b03c9a25efd1c5,511111503255,Cpgs,5332f5f2e4b03c9a25efd0aa
Velveeta,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",VELVEETA,Dairy,False,,5887a28ae4b02187f85cdad6,511111901143,Cogs,559c2234e4b06aca36af13c6
GOOD HUMOR,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",GOOD HUMOR,Frozen,False,,592486bee410d61fcea3d12b,511111400837,Cogs,5332f5f6e4b03c9a25efd0b4
JUST CRACK AN EGG Scramble Kit,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",JUST CRACK AN EGG,Breakfast & Cereal,False,,5aa1b53ae4b086c8aad5e097,511111804277,Cogs,559c2234e4b06aca36af13c6
test brand @1604946244789,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",TEST BRANDCODE @1604946244789,Baking,False,BAKING,5fa98944be37ce239d107101,511111917274,Cogs,5fa98944be37ce239d1070ff
MARTHA STEWART LIVING MAGAZINE,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",511111305071,Magazines,False,,5d6417f56d5f3b23d1bc790d,511111305071,Cogs,5d5d4fd16d5f3b23d1bc7905
DOVE MEN+CARE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",,Personal Care,False,,592486bee410d61fcea3d129,511111100850,Cogs,5332f5f6e4b03c9a25efd0b4
Cracker Barrel Macaroni & Cheese Dinners,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Grocery,False,,588ba0f5e4b02187f85cdade,511111701064,Cogs,559c2234e4b06aca36af13c6
test brand @1598813526618,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",TEST BRANDCODE @1598813526618,Baking,,BAKING,5f4bf556be37ce0b4491554a,511111316329,Cogs,5f4bf556be37ce0b44915549
test brand @1601659135935,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760ffbe37ce1d26d7b7a8'}}",,Baking,,BAKING,5f7760ffbe37ce1d26d7b7a9,511111716877,Cogs,5f7760ffbe37ce1d26d7b7a8
Pepsi,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",PEPSI,Beverages,False,,5332f5fbe4b03c9a25efd0b9,511111503972,Cpgs,5332f5fbe4b03c9a25efd0ba
Mott's® Fruit Snacks,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",MOTT'S,Snacks,,,5daf2e2a1dda2c3e1416ae92,511111705888,Cogs,5332f5f3e4b03c9a25efd0ae
Corn Pops,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,,,,5332f9fde4b03c9a25efd1ce,511111503187,Cpgs,5332f5f2e4b03c9a25efd0aa
Riberhus,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",RIBERHUS,Snacks,False,,5a8f6461e4b02d0314ffa208,511111604242,Cogs,5a734034e4b0d58f376be874
Hershey's Pudding,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",HERSHEY'S PUDDING,Snacks,False,,58861d07e4b02187f85cdacd,511111601234,Cogs,559c2234e4b06aca36af13c6
test brand @1599097538394,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",TEST BRANDCODE @1599097538395,Baking,,BAKING,5f504ac2be37ce0b793c9412,511111716433,Cogs,5f504ac2be37ce0b793c9411
Busch,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,5332f7aae4b03c9a25efd139,511111003526,Cpgs,5332f7a7e4b03c9a25efd134
Digiorno,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",,,,,53501d29b9237fd7718f9e16,511111802846,Cpgs,5332fa58e4b03c9a25efd215
test brand @1607636368260,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",TEST BRANDCODE @1607636368260,Baking,False,BAKING,5fd29590be37ce38bbbefb27,511111218067,Cogs,5fd29590be37ce38bbbefb25
GO & GROW,"{'$ref': 'Cogs', '$id': {'$oid': '59b96571e4b0bf7c7980588b'}}",GO & GROW,Baby,,,5c49d4c5315a247b580d50fb,511111604754,Cogs,59b96571e4b0bf7c7980588b
test brand @1595968943087,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",TEST BRANDCODE @1595968943087,Baking,,BAKING,5f208dafbe37ce7958c59524,511111115205,Cogs,5f208daebe37ce7958c59520
COUNTRY CROCK,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",COUNTRY CROCK,Dairy,,,592486bde410d61fcea3d126,511111000884,Cogs,53e10d6368abd3c7065097cc
Stacy's,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",STACY'S,Snacks,,,585a971ae4b03e62d1ce0e93,511111601517,Cogs,5332f5fbe4b03c9a25efd0ba
Budweiser Select,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,5332f7a9e4b03c9a25efd137,511111703549,Cpgs,5332f7a7e4b03c9a25efd134
MR. YOSHIDA'S,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",MR. YOSHIDA'S,Condiments & Sauces,False,,5a5d1e5fe4b06ba572cf249d,511111100348,Cogs,559c2234e4b06aca36af13c6
Bisquick,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,,,,5332f77de4b03c9a25efd12b,511111203605,Cpgs,5332f5f3e4b03c9a25efd0ae
Austin,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,57dd5a50e4b0ac389136a2d9,511111902300,Cpgs,53e10d6368abd3c7065097cc
test brand @1604437352151,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1604437352151,Candy & Sweets,False,CANDY_AND_SWEETS,5fa1c568be37ce402c4618f4,511111517238,Cogs,5332fa12e4b03c9a25efd1e7
test brand @1598716512038,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a60be37ce2d95e65cac'}}",,Baking,,BAKING,5f4a7a60be37ce2d95e65cad,511111616306,Cogs,5f4a7a60be37ce2d95e65cac
test brand @1595531348410,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e054be37ce33f74a166e'}}",TEST BRANDCODE @1595531348410,Baking,,BAKING,5f19e054be37ce33f74a1671,511111415138,Cogs,5f19e054be37ce33f74a166e
test brand @1607636369580,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29591be37ce38bbbefb2b'}}",,Baking,False,BAKING,5fd29591be37ce38bbbefb2c,511111018100,Cogs,5fd29591be37ce38bbbefb2b
Barq's,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332fa7ae4b03c9a25efd228,511111902973,Cpgs,5332f5ebe4b03c9a25efd0a8
test brand @1598296705444,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1598296705444,Candy & Sweets,,CANDY_AND_SWEETS,5f441281be37ce5dbe9b7c82,511111015819,Cogs,5332fa12e4b03c9a25efd1e7
Lea & Perrins,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",LEA & PERRINS,Condiments & Sauces,False,,57ebc158e4b0ac389136a341,511111702016,Cogs,559c2234e4b06aca36af13c6
Caffeine-free Diet Coke,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,,,,5332fa73e4b03c9a25efd21d,511111203049,Cpgs,5332f5ebe4b03c9a25efd0a8
Heinz,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",HEINZ,Condiments & Sauces,False,,57ebc009e4b0ac389136a334,511111302131,Cogs,559c2234e4b06aca36af13c6
Sara Lee,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",SARA LEE ,Grocery,False,GROCERY,5fb6b695be37ce522e165cba,511111017387,Cogs,5fb6b608be37ce522e165cb9
test brand @1602694015481,"{'$ref': 'Cogs', '$id': {'$oid': '5f872b7fbe37ce66db5dd975'}}",TEST BRANDCODE @1602694015481,Baking,,BAKING,5f872b7fbe37ce66db5dd977,511111017011,Cogs,5f872b7fbe37ce66db5dd975
OVEN FRY,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",OVEN FRY,Grocery,False,,5a5d1e8fe4b06ba572cf249e,511111400325,Cogs,559c2234e4b06aca36af13c6
BETTY CROCKER SPECIAL EDITION MAGAZINE,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,,,,5d658fde6d5f3b23d1bc7913,511111505204,Cogs,53e10d6368abd3c7065097cc
test brand @1598716510157,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",TEST BRANDCODE @1598716510157,Candy & Sweets,,CANDY_AND_SWEETS,5f4a7a5ebe37ce2d95e65ca4,511111016298,Cogs,5332fa12e4b03c9a25efd1e7
Skol,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,,,,57c08268e4b0718ff5fcb035,511111602484,Cpgs,5332f7a7e4b03c9a25efd134
Two Hats,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",TWO HATS,Beer Wine Spirits,,,5a5d2856e4b0db471c2d0430,511111300144,Cogs,5332f709e4b03c9a25efd0f1
Starbucks Ready-To-Drink Beverages,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",STARBUCKS Bottled Drinks,Beverages,False,,591b7682e4b0cddf4ebb6a6a,511111000952,Cogs,5332f5fbe4b03c9a25efd0ba
Fritos,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",FRITOS,Snacks,True,,585a965be4b03e62d1ce0e7c,511111601722,Cogs,5332f5fbe4b03c9a25efd0ba
Pasta Roni,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",PASTA RONI,Grocery,,,585a96c2e4b03e62d1ce0e87,511111701620,Cogs,5332f5fbe4b03c9a25efd0ba
7 up,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",BRAND CODE,Beverages,True,,55b6309ce4b0d8e685c1421b,511111702665,Cogs,55b62995e4b0d8e685c14213
Allrecipes Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",ALLRECIPES,Magazines,,,5d641257a3a018514994f425,511111604969,Cogs,5d5d4fd16d5f3b23d1bc7905
1_KRAFT Hockeyville,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Grocery,,,5a7e0c1ae4b0782f27c68d4e,511111504061,Cogs,53e10d6368abd3c7065097cc
test brand @1606765591455,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c17be37ce1911dbb3b7'}}",,Baking,False,BAKING,5fc54c17be37ce1911dbb3b8,511111117919,Cogs,5fc54c17be37ce1911dbb3b7
V8V Fusion,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",V8 V FUSION ,Beverages,False,,5ab130e2e4b0915382df7619,511111504290,Cogs,5a734034e4b0d58f376be874
test brand @1599097538537,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",TEST BRANDCODE @1599097538537,Baking,,BAKING,5f504ac2be37ce0b793c9413,511111916444,Cogs,5f504ac2be37ce0b793c9411
H2OH! Sparkling Water,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",H20H,Beverages,,,5d66dbf36d5f3b6188d4f04d,511111705390,Cogs,5332f5fbe4b03c9a25efd0ba
Miller Genuine Draft,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",MILLER GENUINE DRAFT,Beer Wine Spirits,False,,5332f7f0e4b03c9a25efd160,511111603368,Cogs,5332f709e4b03c9a25efd0f1
